category,region,distance,time_required,level,course_name,point_number,point_name,long_,lat_
한강지천길/계절길,강북구도봉구,7.94Km,2시간,1,우이천길,1061,우이제3교인근,127.0363398,37.63677791
한강지천길/계절길,강북구도봉구,7.94Km,2시간,1,우이천길,1060,번2동주민센터 인근,127.0391954,37.63263188
한강지천길/계절길,강북구도봉구,7.94Km,2시간,1,우이천길,1059,롯데캐슬루나아파트 인근,127.0485851,37.62600555
한강지천길/계절길,강북구도봉구,0.21Km,20분,1,가오천길,1051,국립재활원,127.0101633,37.63880159
한강지천길/계절길,강북구도봉구,0.21Km,20분,1,가오천길,1057,국립재활원 인근,127.0087576,37.63859211
한강지천길/계절길,강북구도봉구,0.21Km,20분,1,가오천길,1056,본원정사 인근,127.0062973,37.63806508
한강지천길/계절길,강북구도봉구,0.21Km,20분,1,가오천길,1055,수유역 지하철 4호선,127.0252298,37.63758251
한강지천길/계절길,강북구도봉구,0.21Km,20분,1,가오천길,1054,본원정사,127.0064667,37.63794719
한강지천길/계절길,강북구도봉구,0.21Km,20분,1,가오천길,1053,서울영어마을수유캠프국립재활원입구 버스정류장,127.0116571,37.64016839
한강지천길/계절길,강북구도봉구,0.21Km,20분,1,가오천길,1052,강북문화예술회관(삼각산),127.0135229,37.64063578
한강지천길/계절길,강북구도봉구,0.67Km,30분,1,대동천길,1191,강북청소년수련관 버스 정류장,127.0070322,37.64579045
한강지천길/계절길,강북구도봉구,0.67Km,30분,1,대동천길,1192,4.19국립민주묘지,127.0082025,37.64849919
한강지천길/계절길,강북구도봉구,0.67Km,30분,1,대동천길,1193,선일교통종점 인근,127.0052769,37.64545075
한강지천길/계절길,강북구도봉구,0.67Km,30분,1,대동천길,1194,삼양로139길 인근,127.0094841,37.64774892
한강지천길/계절길,강북구도봉구,0.67Km,30분,1,대동천길,1195,국립419묘지 (09-197),127.0090269,37.64698161
한강지천길/계절길,강북구도봉구,2.78Km,1시간,1,도봉천길,1216,성균관대도봉선수촌 인근,127.0486736,37.67999978
한강지천길/계절길,강북구도봉구,2.78Km,1시간,1,도봉천길,1215,도봉177길 인근,127.0437366,37.68281447
한강지천길/계절길,강북구도봉구,2.78Km,1시간,1,도봉천길,1214,형진빌라 인근,127.042236,37.6839723
한강지천길/계절길,강북구도봉구,2.78Km,1시간,1,도봉천길,1213,무궁화제작소 인근,127.0345396,37.67743077
한강지천길/계절길,강북구도봉구,2.78Km,1시간,1,도봉천길,1212,도봉로171길 인근,127.0422215,37.67912672
한강지천길/계절길,강북구도봉구,2.78Km,1시간,1,도봉천길,1211,럭키아파트 인근,127.0440096,37.68027139
한강지천길/계절길,강북구도봉구,2.78Km,1시간,1,도봉천길,1210,도봉역 1호선,127.0457975,37.6801422
한강지천길/계절길,강북구도봉구,2.78Km,1시간,1,도봉천길,1217,국립공원산악박물관,127.0327773,37.68606707
한강지천길/계절길,강북구도봉구,1.89Km,40분,1,방학천길,1277,방학동도깨비시장 인근,127.0358531,37.66536698
한강지천길/계절길,강북구도봉구,1.89Km,40분,1,방학천길,1276,사계광장,127.0424002,37.66287235
한강지천길/계절길,강북구도봉구,1.89Km,40분,1,방학천길,1275,동아엔지니어링 인근,127.0486081,37.66147955
한강지천길/계절길,강북구도봉구,1.89Km,40분,1,방학천길,1274,정병원빌딩 인근,127.0418307,37.66170394
한강지천길/계절길,강북구도봉구,1.89Km,40분,1,방학천길,1273,제일시장 인근,127.0381876,37.66175093
한강지천길/계절길,강북구도봉구,1.89Km,40분,1,방학천길,1272,벽산1차아파트 인근,127.0332323,37.66007353
한강지천길/계절길,강북구도봉구,1.89Km,40분,1,방학천길,1278,방학역 지하철 1호선,127.0443041,37.66698141
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,769,오봉전망대,126.9957586,37.68550608
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,771,유격장,126.9921669,37.68963838
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,770,계곡,126.9940565,37.68745073
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,759,버스정류장(우이동도선사입구),127.0121358,37.66358958
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,772,석굴암,126.9946046,37.69532105
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,773,전망데크,126.9888562,37.69080559
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,774,초소,126.9771882,37.69942337
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,775,군부대/쌍용사,126.9729114,37.69958711
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,760,버스정류장(우이령 오봉산석굴암입구),126.9701515,37.70018166
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,761,우이동먹거리마을,127.0108514,37.6658678
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,762,방문자서비스센터,127.0033515,37.67771573
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,763,군부대/대기측정소,127.0024546,37.67858466
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,764,우이탐방지원센터,127.0005206,37.68058259
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,765,방문자쉼터,126.997862,37.68320211
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,766,소귀고개(우이령)정상,126.9974524,37.68376519
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,767,안보체험관,126.9971239,37.68435154
생태문화길,강북구도봉구,7.95km,2시간30분,2,우이령 나들길,768,정상쉼터,126.9960835,37.68521641
생태문화길,강북구도봉구,2.06km,1시간,2,오패산 나들길,755,덕릉로 40다길,127.0291179,37.633745
생태문화길,강북구도봉구,2.06km,1시간,2,오패산 나들길,758,버스정류장(강북구민운동장),127.0384798,37.62994671
생태문화길,강북구도봉구,2.06km,1시간,2,오패산 나들길,757,버스정류장(한솔솔파크),127.0375507,37.62704819
생태문화길,강북구도봉구,2.06km,1시간,2,오패산 나들길,756,미아역 2번 출입구,127.0257217,37.62695698
생태문화길,강북구도봉구,2.06km,1시간,2,오패산 나들길,754,신망애정자,127.0307921,37.62908216
생태문화길,강북구도봉구,2.06km,1시간,2,오패산 나들길,753,율곡놀이터,127.0319485,37.6279934
생태문화길,강북구도봉구,2.06km,1시간,2,오패산 나들길,752,꽃샘길,127.0346942,37.62861349
생태문화길,강북구도봉구,2.06km,1시간,2,오패산 나들길,751,오동공원,127.0313047,37.63209142
생태문화길,강북구도봉구,2.06km,1시간,2,오패산 나들길,750,어린이 놀이터,127.0305323,37.63001261
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),923,연산군묘,127.022888,37.661121
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),922,정의공주의 묘,127.023888,37.66164
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),921,방학3동 주민센터,127.028,37.659229
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),920,화장실(우수개방),127.0312701,37.65951232
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),919,발바닥공원,127.03235,37.65966415
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),932,벚나무길,127.0331046,37.65490507
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),933,버스정류장(방학동 신한은행),127.037354,37.662674
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),934,버스정류장(도봉구민회관),127.037987,37.654522
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),931,배드민턴장,127.0329358,37.65437493
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),930,구름다리(쌍문),127.0280301,37.65328735
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),929,벽천분수,127.0274822,37.65280268
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),928,바닥분수,127.0269733,37.6521466
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),927,세심천,127.024498,37.656235
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),926,쌍문근린공원,127.022804,37.656151
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),925,원당샘,127.0230746,37.66086802
생태문화길,강북구도봉구,5.21km,2시간 30분,2,쌍문역사 산책길(초록숲길),924,은행나무(보호수),127.0229844,37.66095125
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,748,도봉역 1번 출입구,127.0456819,37.67996055
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,749,버스정류장(대원그린아파트),127.0276683,37.66272034
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,747,쌍둥이 전망대,127.0300463,37.67421108
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,746,약수터 쉼터 체력장,127.0281247,37.66984254
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,745,장수천,127.026877,37.66575146
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,744,장수텃밭,127.0234513,37.66739455
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,743,장수클럽,127.0229412,37.66856391
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,742,방학능선,127.0161036,37.669511
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,741,원통사,127.0110298,37.68287471
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,740,자현암,127.0221443,37.67636348
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,739,매표소,127.0244105,37.67570491
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,738, 느티나무(보호수),127.0283073,37.67677504
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,737,무수골숲길 시작,127.0314051,37.67706206
생태문화길,강북구도봉구,6.81km,3시간 30분,2,북한산방학 나들길,736,방학동길 진입로,127.0325159,37.67629887
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,727,월영지,127.0419342,37.62146
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,729, 상상톡톡 어린이미술관,127.0410784,37.62244399
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,728,월광폭포,127.041689,37.62208707
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,725,창녕위궁재사,127.0426931,37.62051385
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,735,전망대,127.0384664,37.62012427
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,734,꿈의 숲 아트센터,127.0386336,37.62118915
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,733,12번 출입구,127.0381443,37.6222641
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,732,볼프라자,127.0387121,37.62307735
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,731,창포원,127.0397349,37.62223353
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,730,청운답원,127.0406866,37.62193534
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,726,대숲길,127.0426551,37.62083595
생태문화길,강북구도봉구,2.01km,1시간,1,북서울꿈의숲 산책길,724,1번입구,127.0445461,37.62023079
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,723,오현로 9다길,127.034464,37.61937157
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,722,해모로아파트,127.0374421,37.62702822
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,721,8번입구,127.0415001,37.62713441
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,720,5번입구,127.0445761,37.62529407
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,719,월계2교 사거리,127.0476262,37.62319102
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,718,단풍숲,127.0391143,37.62413589
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,717,느티나무(보호수),127.0445035,37.62038019
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,716,북서울 꿈의 숲 1번 출입구,127.044772,37.62004169
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,715,칠폭지,127.0443875,37.61942629
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,714, 생태이동로,127.0365483,37.61932536
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,713,삼각산 전망대,127.0343038,37.62136248
생태문화길,강북구도봉구,4.71km,2시간,2,북서울꿈의숲 나들길,712, 강북문화정보센터,127.0362266,37.62467551
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1324,우진밧데리 인근,127.0192143,37.58833272
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1321,한성대입구역 지하철 4호선,127.0064571,37.58838068
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1322,동소문로2길 인근,127.0088053,37.58813006
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1323,성북교통정보센터 인근,127.0131664,37.59116129
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1325,보문역 지하철 6호선,127.0194257,37.58540239
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1326,안암동주민센터 인근,127.0215062,37.58398832
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1327,신설동역 지하철 1 2호선,127.0234569,37.57579915
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1328,동숭아트센터,127.0038687,37.58360673
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1329,로봇박물관,127.0041557,37.58339288
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1330,선농단,127.032492,37.58100599
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1331,쇳대박물관,127.0046473,37.57977376
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1332,아리랑 아트홀,127.0042009,37.58028558
한강지천길/계절길,성북구,3.62Km,1시간,1,성북천길,1333,한국현대의상박물관,127.0053606,37.57555132
생태문화길,성북구,2.23km,1시간,1,청량산 산책길,704,청량산 산책길,127.0500138,37.60075272
생태문화길,성북구,2.23km,1시간,1,청량산 산책길,710,의릉,127.0566438,37.60347348
생태문화길,성북구,2.23km,1시간,1,청량산 산책길,709,의릉입구,127.0600196,37.60460619
생태문화길,성북구,2.23km,1시간,1,청량산 산책길,708,동명교회,127.0528438,37.60590014
생태문화길,성북구,2.23km,1시간,1,청량산 산책길,707,삼익타운,127.0533537,37.60039395
생태문화길,성북구,2.23km,1시간,1,청량산 산책길,706,서울국유림관리소,127.0483564,37.60436866
생태문화길,성북구,2.23km,1시간,1,청량산 산책길,705,상월곡역 4번 출입구,127.047478,37.60560328
생태문화길,성북구,2.23km,1시간30분,1,정릉숲 산책길,698,홍살문,127.0067906,37.60204674
생태문화길,성북구,2.23km,1시간30분,1,정릉숲 산책길,703,정릉,127.00565,37.60217643
생태문화길,성북구,2.23km,1시간30분,1,정릉숲 산책길,702,버스정류장(산장빌라),127.0076015,37.59879788
생태문화길,성북구,2.23km,1시간30분,1,정릉숲 산책길,701,정릉,127.0056233,37.60216208
생태문화길,성북구,2.23km,1시간30분,1,정릉숲 산책길,700,비각,127.006336,37.60247848
생태문화길,성북구,2.23km,1시간30분,1,정릉숲 산책길,699,정자각,127.0064201,37.60228969
생태문화길,성북구,2.23km,1시간30분,1,정릉숲 산책길,697,정릉 매표소,127.0075034,37.60125352
생태문화길,성북구,2.02km,1시간,1,오동공원 산책길,695,상월곡역 1번 출입구,127.0477899,37.6060826
생태문화길,성북구,2.02km,1시간,1,오동공원 산책길,696,북서울꿈의숲 방향,127.0407128,37.6161883
생태문화길,성북구,2.02km,1시간,1,오동공원 산책길,694,오동공원,127.0446229,37.61001923
생태문화길,성북구,2.49km,1시간30분,1,북한산자락 산책길,689,서경대뒷길,127.01385,37.6154737
생태문화길,성북구,2.49km,1시간30분,1,북한산자락 산책길,693,길음초교뒷편,127.0174825,37.61451654
생태문화길,성북구,2.49km,1시간30분,1,북한산자락 산책길,692,서경대평생교육원,127.0115379,37.61459069
생태문화길,성북구,2.49km,1시간30분,1,북한산자락 산책길,691,정릉파출소,127.0083356,37.61568125
생태문화길,성북구,2.49km,1시간30분,1,북한산자락 산책길,690,정릉풍림상가,127.0079449,37.61719853
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,676,성북구의회,127.02629,37.59692513
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,688,개운사,127.0289865,37.58985266
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,687,진입로2,127.0321258,37.59245767
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,686,진입로1,127.0322198,37.59495589
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,685,고려대역 1번 출입구,127.0355834,37.58963998
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,684,버스정류장(고려대아이스링크),127.0291159,37.59214778
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,682,길음역 2번 출입구,127.0246427,37.60293922
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,681,화장실,127.0264384,37.5994803
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,680, 개운산 마로니에 마당(개운산 산책로),127.026939,37.60049616
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,679,개운산입구(죽림정사),127.0290594,37.59993542
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,678,개운초등학교,127.0283908,37.60197228
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,677,고려대 북문,127.0328901,37.59130893
생태문화길,성북구,2.20km,1시간30분,1,개운산 숲 나들길,683,버스정류장(통일교회),127.0296552,37.59778302
생태문화길,종로구,3.54km,1시간 30분,2,인왕산 나들길,666,단군성전,126.9653313,37.57648211
생태문화길,종로구,3.54km,1시간 30분,2,인왕산 나들길,675,통일로18나길,126.9610483,37.57739502
생태문화길,종로구,3.54km,1시간 30분,2,인왕산 나들길,674,경복궁역 1번 출입구,126.9721172,37.57609708
생태문화길,종로구,3.54km,1시간 30분,2,인왕산 나들길,673,범바위 기점,126.9581764,37.58124717
생태문화길,종로구,3.54km,1시간 30분,2,인왕산 나들길,672,인왕산 정상,126.9578538,37.58474308
생태문화길,종로구,3.54km,1시간 30분,2,인왕산 나들길,670,만수천 약수터,126.9624157,37.58559408
생태문화길,종로구,3.54km,1시간 30분,2,인왕산 나들길,669,101초소 앞 쉼터,126.9622988,37.58099121
생태문화길,종로구,3.54km,1시간 30분,2,인왕산 나들길,668,인왕스카이웨이 산책로,126.962744,37.57897672
생태문화길,종로구,3.54km,1시간 30분,2,인왕산 나들길,667,황학정 국궁장,126.9635996,37.57813178
생태문화길,종로구,3.54km,1시간 30분,2,인왕산 나들길,671,기차바위 갈림길,126.9591795,37.58625535
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,663,국립민속박물관,126.9794712,37.58194082
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,651,집경당,126.9750981,37.58069288
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,652,청와대 분수앞,126.9736752,37.58334346
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,653,신문옥,126.9766133,37.58372753
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,654,삼청동 카페골목,126.9817308,37.58384386
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,655,삼청공원입구,126.9837238,37.58752295
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,656,삼청공원,126.9847318,37.59050286
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,657,북촌한옥마을길,126.9835734,37.58453292
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,658,성북동 고택북촌 문화길,126.9838336,37.58237371
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,659,안국역 2번 출입구,126.9858134,37.57757946
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,660,종로3가역 1번 출입구,126.991136,37.57053671
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,661,경복궁역 5번 출입구,126.9745543,37.57592692
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,662,안국역 2번 출입구,126.9856822,37.57751357
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,664,조계사,126.9815169,37.57389181
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,665,운현궁,126.9868114,37.57594794
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,1037,천도교 중앙대교당,126.9857627,37.575184
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,1038,민가다헌,126.985979,37.574595
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,1040,쌈지길 및 인사동 한옥지역 수도약국,126.984913,37.574117
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,1041,보신각,126.983524,37.569701
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,643,종로3가역 1번 출입구,126.9911584,37.57059099
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,644,인사동 네거리,126.9862251,37.57296533
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,645,종로 문화원,126.9798541,37.57606965
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,646,경복궁 매표소,126.9780373,37.5766574
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,647,홍례문,126.9769579,37.57688001
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,648,근정문,126.9769755,37.57772372
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,649,근정전,126.9769228,37.57848691
생태문화길,종로구,8.12km,2시간,2,인사동삼청동 나들길,650,교태전,126.9770663,37.57964156
생태문화길,성북구,4.16km,2시간,2,성북동고택북촌산책길,1034,이종석 별장,126.99455,37.59406
생태문화길,성북구,4.16km,2시간,2,성북동고택북촌산책길,1035,이태준 가옥,126.9947999,37.59503194
생태문화길,성북구,4.16km,2시간,2,성북동고택북촌산책길,637,길상사,126.9939632,37.59979274
생태문화길,성북구,4.16km,2시간,2,성북동고택북촌산책길,638,심우장,126.9915959,37.59355866
생태문화길,성북구,4.16km,2시간,2,성북동고택북촌산책길,639,수연산방,126.9944398,37.59529745
생태문화길,성북구,4.16km,2시간,2,성북동고택북촌산책길,640,한성대입구역 5번 출입구,127.0057612,37.588355
생태문화길,성북구,4.16km,2시간,2,성북동고택북촌산책길,641,삼청각,126.9831602,37.59739214
생태문화길,성북구,4.16km,2시간,2,성북동고택북촌산책길,642,정법사,126.9906691,37.60176035
생태문화길,성북구,4.16km,2시간,2,성북동고택북촌산책길,1032,최순우 옛집,127.0003,37.592865
생태문화길,성북구,4.16km,2시간,2,성북동고택북촌산책길,1033,간송 미술관,126.996856,37.593615
생태문화길,성북구종로구,2.79km,2시간,2,북악하늘 나들길,633,숙정문,126.981799,37.59522552
생태문화길,성북구종로구,2.79km,2시간,2,북악하늘 나들길,1030,한성대입구역 5번출입구,127.0058006,37.58863996
생태문화길,성북구종로구,2.79km,2시간,2,북악하늘 나들길,632,성북천발원지,126.9829566,37.59850914
생태문화길,성북구종로구,2.79km,2시간,2,북악하늘 나들길,631,호경암,126.9858849,37.60429978
생태문화길,성북구종로구,2.79km,2시간,2,북악하늘 나들길,635,삼청공원 산책로,126.9849594,37.5914168
생태문화길,성북구종로구,2.79km,2시간,2,북악하늘 나들길,630,하늘교,126.9858187,37.60592188
생태문화길,성북구종로구,2.79km,2시간,2,북악하늘 나들길,634,말바위 안내소,126.9857483,37.59429318
생태문화길,성북구종로구,2.79km,2시간,2,북악하늘 나들길,636,삼청공원,126.984707,37.59059538
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,624,성북구민회관,127.0087181,37.59555942
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,618,북악스카이웨이 2교,126.9698809,37.59732363
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,619,북악산 산책로 입구,126.970593,37.59691687
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,620,북악팔각정,126.9807633,37.60143827
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,621,다모정,126.9905733,37.603878
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,622,북악스카이웨이,127.0055065,37.59564265
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,623,하늘 한마당,127.0076705,37.59603947
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,625,한성대입구역 6번 출입구,127.0058545,37.58890013
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,626,한성대입구역 6번 출입구,127.0059669,37.58887014
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,627,버스정류장(한신113동앞),127.0085196,37.59439194
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,628,버스정류장(구민회관201동앞),127.0089072,37.59559198
생태문화길,종로구,6.96km,2시간30분,2,북악스카이웨이 나들길,629,흥천사,127.009145,37.59820925
생태문화길,종로구,4.31km,3시간,2,부암동 나들길,608,부암동 주민센터,126.9640484,37.59265721
생태문화길,종로구,4.31km,3시간,2,부암동 나들길,617,버스정류장(부암동주민센터),126.9642534,37.59265476
생태문화길,종로구,4.31km,3시간,2,부암동 나들길,616,청운공원,126.9664041,37.59086317
생태문화길,종로구,4.31km,3시간,2,부암동 나들길,615,버드나무 상부 체육 시설지,126.9649462,37.58511691
생태문화길,종로구,4.31km,3시간,2,부암동 나들길,614,해맞이 동산,126.9646165,37.5832688
생태문화길,종로구,4.31km,3시간,2,부암동 나들길,613,데크조성길,126.9628565,37.58299138
생태문화길,종로구,4.31km,3시간,2,부암동 나들길,612,만수천 약수터,126.9619079,37.58496735
생태문화길,종로구,4.31km,3시간,2,부암동 나들길,611,기차바위 갈림길,126.9595768,37.5862095
생태문화길,종로구,4.31km,3시간,2,부암동 나들길,610,기차바위,126.95884,37.58815661
생태문화길,종로구,4.31km,3시간,2,부암동 나들길,609,안평대군 터 현진건 집터 반계 윤웅렬 집터,126.962934,37.59111838
생태문화길,종로구,3.06km,2시간,2,백사실두메 나들길,602,백사실 계곡,126.9663548,37.60063935
생태문화길,종로구,3.06km,2시간,2,백사실두메 나들길,607,버스정류장(세검정 상명대),126.9591795,37.60078798
생태문화길,종로구,3.06km,2시간,2,백사실두메 나들길,606,자하문고개 윤동주시인의언덕(01-107),126.9670137,37.59223229
생태문화길,종로구,3.06km,2시간,2,백사실두메 나들길,605,세검정로5라길,126.9614704,37.60176049
생태문화길,종로구,3.06km,2시간,2,백사실두메 나들길,604,북악산스카이웨이 2교,126.970336,37.59707305
생태문화길,종로구,3.06km,2시간,2,백사실두메 나들길,603,북악산길 산책로 입구,126.969668,37.59728726
생태문화길,종로구,3.06km,2시간,2,백사실두메 나들길,601,현통사,126.9647359,37.60157099
